lifetime,broken,unit_number,sensor10_max,sensor10_mean,sensor10_min,sensor10_std,sensor11_max,sensor11_mean,sensor11_min,sensor11_std,sensor12_max,sensor12_mean,sensor12_min,sensor12_std,sensor13_max,sensor13_mean,sensor13_min,sensor13_std,sensor14_max,sensor14_mean,sensor14_min,sensor14_std,sensor15_max,sensor15_mean,sensor15_min,sensor15_std,sensor16_max,sensor16_mean,sensor16_min,sensor16_std,sensor17_max,sensor17_mean,sensor17_min,sensor17_std,sensor18_max,sensor18_mean,sensor18_min,sensor18_std,sensor19_max,sensor19_mean,sensor19_min,sensor19_std,sensor1_max,sensor1_mean,sensor1_min,sensor1_std,sensor20_max,sensor20_mean,sensor20_min,sensor20_std,sensor21_max,sensor21_mean,sensor21_min,sensor21_std,sensor2_max,sensor2_mean,sensor2_min,sensor2_std,sensor3_max,sensor3_mean,sensor3_min,sensor3_std,sensor4_max,sensor4_mean,sensor4_min,sensor4_std,sensor5_max,sensor5_mean,sensor5_min,sensor5_std,sensor6_max,sensor6_mean,sensor6_min,sensor6_std,sensor7_max,sensor7_mean,sensor7_min,sensor7_std,sensor8_max,sensor8_mean,sensor8_min,sensor8_std,sensor9_max,sensor9_mean,sensor9_min,sensor9_std,fold
271,1,11,1.3,1.0847601476014757,0.94,0.12252829468533648,48.01,42.651328413284126,36.26,3.2122438919507466,522.81,257.0465313653137,129.74,132.8117918423227,2389.4,2331.1551660516607,2028.25,131.67214141596133,8204.35,8074.213394833949,7873.15,87.85296348796439,11.0026,9.357065313653136,8.364,0.7472351287293819,0.03,0.022915129151291517,0.02,0.00455299981309828,396.0,346.05535055350555,305.0,27.267683337586263,2388.0,2221.848708487085,1915.0,146.83703232883943,100.0,97.60881918819189,84.93,5.516306340075427,518.67,471.39398523985244,445.0,25.762645114939176,39.2,20.176900369003693,10.38,9.545955086048316,23.4616,12.110229151291515,6.2196,5.723015612413165,643.58,577.3001107011071,536.24,36.515709277813215,1603.82,1411.2222140221402,1250.94,104.445917663456,1421.18,1193.609372693727,1036.42,115.53478976118225,14.62,7.809151291512914,3.91,3.4909120663236246,21.61,11.254206642066421,5.71,5.2409296618161045,555.45,273.11446494464946,137.93,140.88558307413354,2388.16,2222.0468634686345,1915.39,146.63782790760052,9137.32,8515.70295202952,8003.97,332.53261395849285,1
249,1,12,1.3,1.09855421686747,0.94,0.12937628787067093,48.18,42.98943775100402,36.46,3.260433699434452,522.56,271.171124497992,130.01,139.6760843345085,2388.43,2334.6027309236947,2028.16,128.24173481420604,8145.75,8063.846144578313,7867.84,83.94960211674416,10.9969,9.306102409638555,8.3839,0.7553214003434239,0.03,0.023493975903614458,0.02,0.004777400158413629,396.0,348.7670682730924,304.0,28.164156610486266,2388.0,2231.1967871485945,1915.0,146.5630899799628,100.0,97.7606827309237,84.93,5.37101704789448,518.67,473.8722088353413,445.0,26.673403214681578,39.17,21.1774297188755,10.44,10.004894881647827,23.5346,12.704051004016064,6.2181,6.012918820320721,644.27,580.7769879518072,536.06,37.784600829472794,1600.78,1421.5144578313254,1252.86,107.87510468263541,1432.43,1207.0536546184737,1039.45,120.51100113037293,14.62,8.169317269076304,3.91,3.654274443636974,21.61,11.80425702811245,5.71,5.499769895314903,554.96,287.9977510040161,137.11,148.1396724642823,2388.25,2231.2285943775096,1915.26,146.4614666708866,9072.19,8530.251485943776,8002.01,339.40207498694576,1
227,1,13,1.3,1.1015418502202643,0.94,0.1326476527854221,48.14,42.970792951541846,36.43,3.4252805952295784,522.82,279.05590308370046,129.81,141.7991112140891,2388.37,2327.8125991189427,2028.12,134.62899021401947,8141.59,8058.11026431718,7867.87,87.75657004837582,11.0019,9.318373127753304,8.3613,0.7954995793986065,0.03,0.023392070484581497,0.02,0.004744864819391799,396.0,349.37444933920705,305.0,28.96283641060805,2388.0,2229.035242290749,1915.0,154.42725638159615,100.0,97.47726872246697,84.93,5.638567769337847,518.67,475.63629955947135,445.0,26.827917955394355,39.21,21.766123348017622,10.39,10.11993607410689,23.5116,13.066486343612334,6.1767,6.073465866681951,644.08,582.3255506607929,535.78,38.74548541250062,1607.85,1424.3180176211454,1255.49,110.95408802161214,1432.28,1210.4734801762113,1037.07,124.06347214996677,14.62,8.42885462555066,3.91,3.663499525154624,21.61,12.162775330396476,5.71,5.541170107230496,554.86,296.4699559471366,137.47,150.42612720098967,2388.27,2229.050088105727,1915.22,154.32409016801913,9066.19,8536.342819383259,8001.06,352.22000579381694,1
193,1,14,1.3,1.093782383419689,0.94,0.1242967479986493,48.17,43.0379792746114,36.58,3.113527199908204,522.08,264.23953367875646,129.66,128.78663538763993,2388.35,2337.598082901555,2027.79,125.18271171968236,8130.6,8050.516373056996,7855.88,80.36990986542642,11.002,9.331810880829014,8.3797,0.7269127366499418,0.03,0.023419689119170983,0.02,0.004756029715303483,396.0,348.2383419689119,305.0,26.616199276066475,2388.0,2231.0051813471505,1915.0,140.90823319219908,100.0,97.89176165803109,84.93,5.2410693888490485,518.67,472.51968911917095,445.0,25.05531020950481,38.99,20.671295336787566,10.38,9.241558641585495,23.4657,12.407713989637305,6.2273,5.539331524309547,643.65,579.5305699481866,536.19,35.54194042762673,1603.03,1419.7972020725388,1252.56,101.77310158737507,1432.38,1205.371243523316,1041.17,113.9896474215046,14.62,7.9755440414507754,3.91,3.3767658712668145,21.61,11.523108808290155,5.71,5.076593620231394,554.34,280.639585492228,137.72,136.5317462962453,2388.33,2230.898393782383,1914.93,140.89425607085903,9049.16,8507.19139896373,7994.84,319.1647870510549,1
209,1,15,1.3,1.0917703349282295,0.94,0.12397357379848359,48.11,42.93234449760766,36.25,3.121762439216776,522.67,263.60540669856465,129.93,137.41163539621266,2388.93,2341.6981339712916,2028.22,120.97132247125147,8185.92,8075.956076555024,7873.25,81.08641549483987,10.951,9.294365071770335,8.3625,0.7038665257915898,0.03,0.02296650717703349,0.02,0.004578779203186672,396.0,347.9665071770335,304.0,27.254036887841817,2388.0,2234.1052631578946,1915.0,138.5371667052003,100.0,98.05315789473684,84.93,5.066709653268706,518.67,472.3411961722487,445.0,26.679188428378176,39.19,20.62488038277512,10.37,9.878854608457702,23.5044,12.368197607655503,6.2125,5.923740704550957,644.01,579.5282775119617,536.01,37.07810106720057,1606.76,1419.4923444976077,1253.12,103.73528042364882,1428.28,1200.979090909091,1036.62,117.24745183239084,14.62,7.924545454545455,3.91,3.6380345112292574,21.61,11.465215311004783,5.71,5.4514423882191165,555.11,280.0215789473685,138.02,145.73245070457136,2388.24,2234.2372248803827,1915.36,138.3946441165492,9115.63,8534.159569377991,8006.17,329.81852567753396,1
154,1,16,1.3,1.0824675324675324,0.94,0.12344886845158227,47.99,42.636233766233765,36.43,3.1988954543721357,522.9,253.9804545454546,129.63,136.76111929960072,2388.41,2332.0012987012988,2027.84,130.94431389253225,8149.95,8060.514675324674,7861.78,84.67751012212233,10.984,9.358827272727272,8.3411,0.7477757732732949,0.03,0.022597402597402595,0.02,0.004399226730208851,395.0,345.3831168831169,305.0,27.44839437235329,2388.0,2220.5974025974024,1915.0,145.9916068623644,100.0,97.65142857142858,84.93,5.483836192279404,518.67,470.4974675324675,445.0,26.460157137986013,39.16,19.92350649350649,10.37,9.817264340304204,23.4851,11.964042857142855,6.1988,5.897740936003939,643.72,576.2174675324675,535.93,37.102974064006844,1599.21,1408.7703246753247,1248.77,104.73269521790375,1426.66,1191.2700000000002,1037.34,117.65555642709754,14.62,7.71142857142857,3.91,3.6110446822877984,21.61,11.115519480519481,5.71,5.412673103054817,554.96,269.78142857142853,137.78,145.08581365328604,2388.25,2220.6362987012985,1914.98,145.87791793969367,9067.65,8493.227532467532,7992.67,333.11644241065164,1
180,1,17,1.3,1.0822777777777774,0.94,0.12237788603112718,47.98,42.67705555555556,36.32,3.0920414505778977,522.62,247.31966666666668,129.71,135.71174937463604,2388.4,2338.132666666667,2028.21,124.78100456444376,8153.18,8067.008611111111,7868.75,81.28808164554806,10.9878,9.341245,8.3784,0.7128207893966684,0.03,0.02266666666666667,0.02,0.004434501603255291,397.0,344.71666666666664,304.0,26.874272758771525,2388.0,2221.8166666666666,1915.0,138.59177928331897,100.0,97.90694444444445,84.93,5.226203755616531,518.67,468.6135555555556,445.0,26.27818326633367,39.23,19.409388888888888,10.26,9.774093346278992,23.5008,11.654783333333333,6.2041,5.861170952293677,643.81,574.5177777777777,536.09,36.21545766389112,1606.39,1406.7651111111109,1251.91,102.22473276196784,1427.32,1188.6782777777778,1032.83,115.83065201000153,14.62,7.482999999999998,3.91,3.6143367380289733,21.61,10.80311111111111,5.71,5.399710346968694,554.59,262.7197777777778,137.51,143.96311589604412,2388.24,2221.877888888889,1915.31,138.47818872278367,9086.33,8487.031833333333,8000.35,324.1454513359085,1
209,1,18,1.3,1.0954545454545455,0.94,0.12499965034916134,48.03,43.0077033492823,36.47,3.06792502040158,522.37,261.4327272727273,129.83,132.4716901495709,2388.35,2339.867033492823,2027.94,122.86805511637517,8147.97,8066.024784688993,7863.28,80.32862334160984,11.0327,9.309906698564594,8.3967,0.7195586457450511,0.03,0.023301435406698563,0.02,0.004713936768008115,395.0,347.9952153110048,306.0,26.35947822665128,2388.0,2231.444976076555,1915.0,138.76736927361424,100.0,97.98105263157895,84.93,5.145490075533028,518.67,471.8806220095694,445.0,25.558991626756878,39.12,20.4566028708134,10.38,9.517648608697716,23.4728,12.271335406698565,6.2209,5.720866708475577,643.68,578.8516267942583,536.0,35.81832239868587,1601.23,1418.7944976076558,1255.54,100.95764620270056,1424.86,1204.3848803827752,1038.32,114.25039295551868,14.62,7.8718660287081335,3.91,3.4975055480854462,21.61,11.381913875598087,5.71,5.243736297520266,554.96,277.71511961722484,137.14,140.49110946108235,2388.26,2231.4634449760765,1915.04,138.67932338741224,9069.95,8519.024258373205,8000.63,321.44394050301526,1
163,1,19,1.3,1.096564417177914,0.94,0.12640020886106632,48.06,42.898466257668716,36.49,3.1240912916471864,522.6,262.99110429447853,130.14,134.84612921476503,2390.48,2337.678711656442,2028.4,125.4997232407909,8268.5,8097.186871165644,7877.76,86.24905379707481,11.0417,9.300828220858897,8.3593,0.7422188999018461,0.03,0.02312883435582822,0.02,0.004650961986333425,396.0,347.7914110429448,305.0,26.90918746857455,2388.0,2229.7791411042945,1915.0,141.93369276696643,100.0,97.87355828220859,84.93,5.2624729764980565,518.67,472.20355828220863,445.0,25.859654182161144,39.07,20.57588957055215,10.39,9.713762143237005,23.5196,12.346974846625768,6.1835,5.829307548710208,643.79,578.9850920245399,536.34,36.36813072668442,1603.9,1418.6111042944785,1256.59,102.99048233028554,1433.69,1202.704110429448,1039.25,115.52005313989655,14.62,7.921779141104294,3.91,3.551837799420094,21.61,11.448711656441718,5.71,5.329064859855086,554.73,279.3531288343558,137.98,143.0591856563003,2388.11,2230.1559509202452,1915.53,141.58564789003873,9215.66,8551.94226993865,8012.26,327.8513450441902,1
154,1,20,1.3,1.0999350649350648,0.94,0.12515348356593423,48.21,43.34551948051948,36.54,2.9398277131965,521.61,263.304025974026,129.78,137.96472191647226,2388.39,2352.992402597403,2028.11,107.051117250813,8143.49,8070.324675324675,7866.89,71.05843181668756,10.9756,9.267529220779222,8.4139,0.6539510172263783,0.03,0.023766233766233765,0.02,0.004861200539999787,396.0,349.7987012987013,307.0,26.30872016028689,2388.0,2242.753246753247,1915.0,125.52583837800411,100.0,98.53214285714286,84.93,4.482911921923057,518.67,471.44688311688316,445.0,26.80775781579712,39.0,20.494545454545452,10.35,9.918126871628091,23.3675,12.307190259740262,6.1932,5.953819732954542,643.64,579.7783766233766,536.31,36.36536707066251,1604.31,1425.6792207792207,1254.86,101.08511974906577,1434.86,1211.2188961038962,1044.88,115.19313417699227,14.62,7.843571428571428,3.91,3.689734510273404,21.61,11.392272727272726,5.71,5.512592894624608,554.03,279.63499999999993,137.59,146.40229665441137,2388.3,2242.7333116883115,1915.21,125.49472768164067,9064.74,8530.425194805195,8003.45,316.0029583158058,1
189,1,21,1.3,1.0853968253968254,0.94,0.1300960209642069,47.91,42.53015873015873,36.42,3.5487932435278644,522.9,264.54571428571427,129.62,140.38388622199585,2388.85,2313.9686243386245,2028.28,145.9641016461722,8174.82,8063.124285714286,7876.21,95.5307656589542,11.0356,9.418382010582011,8.3642,0.8352057187623795,0.03,0.023121693121693123,0.02,0.0046460925347537995,395.0,346.031746031746,305.0,29.51016859759634,2388.0,2210.645502645503,1915.0,163.40318964628906,100.0,96.89031746031745,84.93,6.114787352538758,518.67,473.4928042328043,445.0,26.501010660550655,39.25,20.7431746031746,10.38,10.026229137584657,23.4945,12.445509523809521,6.2239,6.022843208976041,644.08,578.285873015873,536.11,38.82152635342048,1602.6,1411.4792063492064,1249.24,112.53822224879848,1422.6,1195.138306878307,1034.59,123.99472328894109,14.62,8.11190476190476,3.91,3.623113239200915,21.61,11.643121693121694,5.71,5.478345309567177,555.13,281.06693121693127,138.09,148.8666491632215,2388.17,2210.8368253968256,1915.41,163.20241597566448,9096.24,8510.998201058199,8007.78,359.18227928606046,1
192,1,22,1.3,1.0932291666666665,0.94,0.12505910470018514,48.22,42.994739583333335,36.51,3.1774331790331596,522.46,264.46901041666666,129.57,135.97665405779708,2388.39,2337.413020833333,2028.06,125.42988153308087,8136.8,8058.224270833333,7868.04,80.53737371500613,10.9916,9.320438541666666,8.3875,0.7276501463410239,0.03,0.023020833333333334,0.02,0.004603616076228814,397.0,348.203125,305.0,27.435510115799488,2388.0,2231.3854166666665,1915.0,142.59438830749556,100.0,97.88078125,84.93,5.252545323054915,518.67,472.81364583333334,445.0,26.24705760102654,39.31,20.68348958333333,10.42,9.762876143139293,23.5034,12.399393229166668,6.1837,5.857844151561675,644.15,579.7916666666666,536.13,36.9688291132339,1603.82,1419.1274479166666,1251.87,104.08367452620442,1429.24,1204.1278125000001,1039.22,117.56305982314497,14.62,7.977395833333333,3.91,3.583957637181756,21.61,11.528020833333334,5.71,5.38022043959365,554.79,280.9291666666667,137.39,144.23193011698382,2388.28,2231.3580208333333,1915.19,142.53002542585494,9063.13,8517.0490625,7999.31,329.6900264672804,1
211,1,23,1.3,1.0955450236966824,0.94,0.12779098116837365,48.29,42.88023696682464,36.38,3.282944735150977,522.58,270.8647867298578,129.95,137.5296537004951,2389.92,2333.6870142180096,2028.21,129.29637271859374,8240.86,8080.153033175356,7871.33,88.32603360652394,11.006,9.314601895734597,8.3761,0.7561811709071342,0.03,0.02312796208530805,0.02,0.00464734692552371,396.0,348.45971563981044,305.0,28.024513723570006,2388.0,2230.1516587677725,1915.0,147.39388672015363,100.0,97.71450236966825,84.93,5.418310412607908,518.67,473.86436018957346,445.0,26.434522070366484,39.18,21.177488151658768,10.45,9.827827781288624,23.5004,12.704701421800948,6.1719,5.9045483756772,643.37,580.6201895734597,536.02,37.53180728474354,1603.59,1420.4492417061613,1249.57,107.54559904831227,1426.94,1203.9903317535545,1035.22,119.72515719797528,14.62,8.17127962085308,3.91,3.588721455909684,21.61,11.800568720379147,5.71,5.405573108135518,555.24,287.68085308056874,137.79,145.80716172309567,2388.12,2230.357630331753,1915.27,147.1683814226018,9177.52,8546.698957345972,8000.71,344.0098145663221,1
